"","uniqid","at_sexviol","f_gender","age","politics_n","f_urban","f_occup","region","complete"
"330",16182508,0,"Man",65,7,"Large town","Supervisor","Western",TRUE
"331",16184426,2,"Man",83,8,"Small/middle town","Retired, unable to work","Western",TRUE
"332",16183045,0,"Man",65,3,"Rural area or village","Retired, unable to work","Western",TRUE
"333",16192152,1,"Woman",75,7,"Rural area or village","Retired, unable to work","Western",TRUE
"334",16186416,0,"Woman",75,5,"Large town","Retired, unable to work","Western",TRUE
"335",16177095,0,"Man",58,6,"Large town","Employed position, service job","Western",TRUE
"336",16184698,1,"Man",17,5,"Rural area or village","Student","Western",TRUE
"337",16182314,0,"Woman",32,3,"Rural area or village","Owner of a shop, craftsmen, etc.","Western",TRUE
"338",16182012,0,"Man",63,4,"Small/middle town","Retired, unable to work","Western",TRUE
"339",16181703,4,"Man",79,8,"Small/middle town","Retired, unable to work","Western",TRUE
"340",16194231,0,"Man",41,5,"Rural area or village","Employed position, at desk","Western",TRUE
"341",16184425,0,"Man",19,7,"Small/middle town","Student","Western",TRUE
"342",16182511,0,"Woman",46,7,"Small/middle town","Retired, unable to work","Western",TRUE
"343",16184620,4,"Woman",67,9,"Rural area or village","Retired, unable to work","Western",TRUE
"344",16184674,0,"Woman",67,5,"Rural area or village","Retired, unable to work","Western",TRUE
"345",16184174,2,"Man",21,7,"Rural area or village","Student","Western",TRUE
"346",16191884,0,"Woman",26,5,"Rural area or village","Retired, unable to work","Western",TRUE
"347",16182739,1,"Woman",65,6,"Small/middle town","Responsible for ordinary shopping, etc.","Western",TRUE
"348",16183048,2,"Woman",48,5,"Rural area or village","Skilled manual worker","Western",TRUE
"349",16186284,6,"Woman",59,5,"Rural area or village","Skilled manual worker","Western",TRUE
"350",16190795,0,"Man",50,5,"Rural area or village","Middle management, etc.","Western",TRUE
"351",16184430,0,"Man",50,5,"Small/middle town","Employed position, at desk","Western",TRUE
"352",16194041,0,"Man",76,6,"Small/middle town","Retired, unable to work","Western",TRUE
"353",16187909,0,"Man",76,7,"Rural area or village","Retired, unable to work","Western",TRUE
"354",16184676,0,"Woman",51,4,"Rural area or village","Owner of a shop, craftsmen, etc.","Western",TRUE
"355",16190141,3,"Woman",86,5,"Small/middle town","Retired, unable to work","Western",TRUE
"356",16184619,2,"Man",45,5,"Rural area or village","Owner of a shop, craftsmen, etc.","Western",TRUE
"357",16179788,0,"Woman",20,5,"Large town","Student","Western",TRUE
"358",16179309,0,"Man",74,5,"Rural area or village","Retired, unable to work","Western",TRUE
"359",16186136,3,"Woman",45,4,"Small/middle town","Unemployed, temporarily not working","Western",TRUE
"360",16187908,0,"Woman",64,7,"Rural area or village","Retired, unable to work","Western",TRUE
"361",16177138,0,"Man",17,5,"Large town","Student","Western",TRUE
"362",16177037,2,"Man",17,6,"Rural area or village","Student","Western",TRUE
"363",16182307,0,"Woman",80,4,"Rural area or village","Retired, unable to work","Western",TRUE
"364",16182157,2,"Man",53,4,"Large town","Supervisor","Western",TRUE
"365",16191427,0,"Man",18,3,"Small/middle town","Student","Western",TRUE
"366",16179790,1,"Woman",70,1,"Large town","Retired, unable to work","Western",TRUE
"367",16177029,0,"Woman",20,1,"Rural area or village","Student","Western",TRUE
"368",16191403,0,"Woman",69,1,"Large town","Retired, unable to work","Western",TRUE
"369",16179299,0,"Woman",44,8,"Rural area or village","Skilled manual worker","Western",TRUE
"370",16184424,2,"Woman",82,8,"Small/middle town","Retired, unable to work","Western",TRUE
"371",16182904,1,"Woman",87,3,"Small/middle town","Retired, unable to work","Western",TRUE
"372",16184777,0,"Man",19,5,"Small/middle town","Student","Western",TRUE
"373",16186319,2,"Woman",61,5,"Large town","Retired, unable to work","Western",TRUE
"374",16187924,0,"Man",55,4,"Rural area or village","Middle management, etc.","Western",TRUE
"375",16179999,0,"Woman",86,5,"Small/middle town","Retired, unable to work","Western",TRUE
"376",16184615,3,"Man",45,4,"Rural area or village","Skilled manual worker","Western",TRUE
"377",16182153,2,"Man",22,5,"Large town","Unemployed, temporarily not working","Western",TRUE
"378",16177960,0,"Woman",42,3,"Rural area or village","Employed position, at desk","Western",TRUE
"379",16177324,0,"Man",49,7,"Small/middle town","Professional (lawyer, etc.)","Western",TRUE
"380",16178665,3,"Woman",41,3,"Rural area or village","Unskilled manual worker, etc.","Western",TRUE
"381",16182906,0,"Man",61,4,"Small/middle town","Unemployed, temporarily not working","Western",TRUE
"382",16179300,0,"Woman",81,5,"Rural area or village","Retired, unable to work","Western",TRUE
"383",16178704,0,"Woman",49,3,"Small/middle town","Employed position, at desk","Western",TRUE
"384",16187925,0,"Woman",69,6,"Rural area or village","Retired, unable to work","Western",TRUE
"385",16178484,1,"Woman",30,3,"Small/middle town","Middle management, etc.","Western",TRUE
"386",16182148,2,"Man",67,4,"Large town","Retired, unable to work","Western",TRUE
"387",16190524,0,"Man",74,5,"Small/middle town","Retired, unable to work","Western",TRUE
"388",16179848,0,"Woman",33,5,"Rural area or village","Middle management, etc.","Western",TRUE
"389",16186470,0,"Man",81,5,"Rural area or village","Retired, unable to work","Western",TRUE
"390",16184175,0,"Man",47,5,"Rural area or village","Employed position, service job","Western",TRUE
"391",16177339,0,"Man",44,6,"Large town","Employed position, travelling","Western",TRUE
"392",16190703,0,"Woman",74,8,"Rural area or village","Retired, unable to work","Western",TRUE
"393",16179847,0,"Man",41,5,"Rural area or village","Owner of a shop, craftsmen, etc.","Western",TRUE
"394",16190211,0,"Woman",25,7,"Rural area or village","Employed position, at desk","Western",TRUE
"395",16186347,0,"Man",60,7,"Rural area or village","Owner of a shop, craftsmen, etc.","Western",TRUE
"396",16180348,0,"Woman",63,3,"Rural area or village","Retired, unable to work","Western",TRUE
"397",16177340,0,"Man",39,4,"Small/middle town","Middle management, etc.","Western",TRUE
"398",16179851,0,"Man",53,5,"Rural area or village","Supervisor","Western",TRUE
"399",16186359,0,"Woman",19,5,"Rural area or village","Student","Western",TRUE
"400",16180351,0,"Man",47,5,"Rural area or village","Skilled manual worker","Western",TRUE
"401",16187390,0,"Woman",55,5,"Rural area or village","Employed position, travelling","Western",TRUE
"402",16177124,0,"Woman",66,6,"Large town","Retired, unable to work","Western",TRUE
"403",16182793,3,"Woman",67,4,"Rural area or village","Retired, unable to work","Western",TRUE
"404",16183930,2,"Man",69,8,"Small/middle town","Retired, unable to work","Western",TRUE
"405",16187388,0,"Woman",56,4,"Rural area or village","Employed position, service job","Western",TRUE
"406",16190723,0,"Woman",69,4,"Rural area or village","Retired, unable to work","Western",TRUE
"407",16179995,0,"Man",52,6,"Small/middle town","Skilled manual worker","Western",TRUE
"408",16179941,0,"Woman",38,4,"Rural area or village","Unemployed, temporarily not working","Western",TRUE
"409",16185726,4,"Woman",54,7,"Rural area or village","Retired, unable to work","Western",TRUE
"410",16182006,0,"Man",65,5,"Small/middle town","Retired, unable to work","Western",TRUE
"411",16179188,0,"Woman",39,6,"Rural area or village","General management, etc.","Western",TRUE
"412",16179092,3,"Woman",48,4,"Large town","Unemployed, temporarily not working","Western",TRUE
"413",16179897,0,"Man",54,5,"Rural area or village","Skilled manual worker","Western",TRUE
"414",16177348,0,"Man",38,5,"Small/middle town","Employed position, at desk","Western",TRUE
"415",16184456,4,"Woman",19,5,"Small/middle town","Employed position, travelling","Western",TRUE
"416",16190757,0,"Man",60,3,"Rural area or village","Middle management, etc.","Western",TRUE
"417",16177141,0,"Woman",33,1,"Large town","Employed professional (employed doctor, etc.)","Western",TRUE
"418",16186704,0,"Woman",31,5,"Rural area or village","Unemployed, temporarily not working","Western",TRUE
"419",16179736,0,"Woman",52,5,"Large town","Unemployed, temporarily not working","Western",TRUE
"420",16179944,1,"Man",37,5,"Rural area or village","Owner of a shop, craftsmen, etc.","Western",TRUE
"421",16178526,0,"Woman",27,4,"Small/middle town","Unemployed, temporarily not working","Western",TRUE
"422",16193173,0,"Woman",34,4,"Large town","Employed position, travelling","Western",TRUE
"423",16181999,0,"Man",56,3,"Small/middle town","Employed position, travelling","Western",TRUE
"424",16177144,0,"Woman",55,3,"Large town","Employed position, service job","Western",TRUE
"425",16184461,4,"Woman",76,5,"Small/middle town","Retired, unable to work","Western",TRUE
"426",16191011,5,"Man",19,10,"Small/middle town","Student","Western",TRUE
"427",16184775,0,"Man",48,5,"Large town","Unemployed, temporarily not working","Western",TRUE
"428",16184043,0,"Man",56,4,"Small/middle town","Employed position, service job","Western",TRUE
"429",16179097,7,"Man",41,5,"Large town","Skilled manual worker","Western",TRUE
"430",16180363,0,"Woman",36,6,"Rural area or village","Middle management, etc.","Western",TRUE
"431",16179303,0,"Man",68,5,"Rural area or village","Retired, unable to work","Western",TRUE
"432",16194617,4,"Man",18,5,"Rural area or village","Student","Western",TRUE
"433",16184453,2,"Woman",61,3,"Small/middle town","Business proprietors, etc.","Western",TRUE
"434",16190317,0,"Woman",31,1,"Large town","Employed position, travelling","Western",TRUE
"435",16179307,0,"Woman",39,5,"Rural area or village","Skilled manual worker","Western",TRUE
"436",16177143,0,"Woman",36,4,"Large town","Employed position, at desk","Western",TRUE
"437",16177103,0,"Woman",18,8,"Large town","Student","Western",TRUE
"438",16186703,2,"Woman",45,4,"Rural area or village","Employed position, travelling","Western",TRUE
"439",16179067,3,"Man",71,5,"Large town","Retired, unable to work","Western",TRUE
"440",16177746,1,"Woman",30,3,"Rural area or village","Unskilled manual worker, etc.","Western",TRUE
"441",16180164,0,"Man",57,3,"Rural area or village","Retired, unable to work","Western",TRUE
"442",16186323,0,"Man",72,3,"Large town","Retired, unable to work","Western",TRUE
"443",16177107,0,"Woman",26,3,"Large town","Middle management, etc.","Western",TRUE
"444",16182309,0,"Woman",42,5,"Small/middle town","Retired, unable to work","Western",TRUE
"445",16179781,2,"Man",17,1,"Large town","Student","Western",TRUE
"446",16182509,1,"Woman",15,2,"Small/middle town","Student","Western",TRUE
"447",16177346,0,"Man",71,6,"Small/middle town","Retired, unable to work","Western",TRUE
"448",16184448,4,"Man",76,1,"Small/middle town","Retired, unable to work","Western",TRUE
"449",16179074,5,"Man",47,4,"Large town","Skilled manual worker","Western",TRUE
"450",16178546,0,"Man",21,5,"Small/middle town","Student","Western",TRUE
"451",16184617,3,"Woman",56,4,"Rural area or village","Employed position, at desk","Western",TRUE
"452",16183829,0,"Woman",63,5,"Rural area or village","Retired, unable to work","Western",TRUE
"453",16194419,0,"Man",68,6,"Rural area or village","Retired, unable to work","Western",TRUE
"454",16178547,0,"Man",19,6,"Small/middle town","Student","Western",TRUE
"455",16186693,0,"Woman",30,5,"Rural area or village","Skilled manual worker","Western",TRUE
"456",16179782,2,"Woman",90,1,"Large town","Retired, unable to work","Western",TRUE
"457",16179316,0,"Woman",56,5,"Rural area or village","Responsible for ordinary shopping, etc.","Western",TRUE
"458",16187520,2,"Man",25,5,"Small/middle town","Employed position, service job","Western",TRUE
"459",16191678,2,"Man",22,3,"Rural area or village","Unemployed, temporarily not working","Western",TRUE
"460",16178831,3,"Man",84,5,"Rural area or village","Retired, unable to work","Western",TRUE
"461",16186297,1,"Man",49,7,"Rural area or village","Skilled manual worker","Western",TRUE
"462",16183842,2,"Man",73,8,"Rural area or village","Retired, unable to work","Western",TRUE
"463",16194095,1,"Woman",48,5,"Rural area or village","Owner of a shop, craftsmen, etc.","Western",TRUE
"464",16179072,2,"Man",52,4,"Large town","Unemployed, temporarily not working","Western",TRUE
"465",16184632,3,"Man",43,7,"Rural area or village","Employed position, at desk","Western",TRUE
"466",16190565,0,"Woman",58,8,"Rural area or village","Responsible for ordinary shopping, etc.","Western",TRUE
"467",16186700,0,"Man",54,4,"Rural area or village","Employed position, at desk","Western",TRUE
"468",16184037,0,"Man",70,6,"Small/middle town","Retired, unable to work","Western",TRUE
"469",16185643,1,"Man",63,5,"Rural area or village","Retired, unable to work","Western",TRUE
"470",16179793,5,"Woman",72,5,"Large town","Retired, unable to work","Western",TRUE
"471",16182901,0,"Man",48,5,"Rural area or village","Skilled manual worker","Western",TRUE
"472",16191315,0,"Woman",36,3,"Rural area or village","Employed position, service job","Western",TRUE
"473",16179070,3,"Man",75,4,"Large town","Retired, unable to work","Western",TRUE
"474",16178884,0,"Woman",59,6,"Rural area or village","Employed position, service job","Western",TRUE
"475",16187539,0,"Man",58,10,"Rural area or village","Skilled manual worker","Western",TRUE
"476",16182124,0,"Woman",34,8,"Small/middle town","Employed position, at desk","Western",TRUE
"477",16185641,0,"Woman",52,6,"Rural area or village","Professional (lawyer, etc.)","Western",TRUE
"478",16193253,2,"Man",73,8,"Small/middle town","Retired, unable to work","Western",TRUE
"479",16177713,0,"Woman",33,3,"Small/middle town","Retired, unable to work","Western",TRUE
"480",16191570,2,"Woman",60,1,"Rural area or village","Retired, unable to work","Western",TRUE
"481",16182339,0,"Woman",48,3,"Rural area or village","Employed position, service job","Western",TRUE
"482",16185639,0,"Woman",45,3,"Rural area or village","Employed position, at desk","Western",TRUE
"483",16191934,0,"Man",61,5,"Small/middle town","Retired, unable to work","Western",TRUE
"484",16179077,1,"Woman",37,4,"Large town","Responsible for ordinary shopping, etc.","Western",TRUE
"485",16178243,0,"Woman",67,6,"Rural area or village","Retired, unable to work","Western",TRUE
"486",16184038,1,"Man",72,5,"Small/middle town","Unemployed, temporarily not working","Western",TRUE
"487",16177642,3,"Woman",22,1,"Small/middle town","Student","Western",TRUE
"488",16178534,0,"Man",24,4,"Small/middle town","Student","Western",TRUE
"489",16192931,3,"Woman",46,8,"Rural area or village","Skilled manual worker","Western",TRUE
"490",16178671,2,"Man",82,5,"Rural area or village","Retired, unable to work","Western",TRUE
"491",16192930,0,"Woman",54,8,"Rural area or village","Retired, unable to work","Western",TRUE
"492",16182340,0,"Woman",35,5,"Rural area or village","Employed position, at desk","Western",TRUE
